Transcript id,LOC id
Ca_13792,LOC101490990
Ca_13793,LOC101502545
Ca_13794,LOC101491302
Ca_13795,LOC113787582
Ca_13796,LOC101491811
Ca_13797,LOC101496378
Ca_13798,LOC101492139
Ca_13799,LOC105852600
Ca_13800,LOC101496709
Ca_13801,LOC113787768
Ca_13802,LOC105852719
Ca_13803,LOC105852960
Ca_13804,LOC101501357
Ca_13805,LOC113785867
Ca_13806,LOC101515697
Ca_13807,LOC113787582
Ca_13808,LOC101488456
Ca_13809,LOC113788175
Ca_13810,LOC105852082
Ca_13811,LOC101510948
Ca_13812,LOC101488794
Ca_13813,LOC101489122
Ca_13814,LOC101489984
Ca_13815,LOC101512875
Ca_13816,LOC101489984
Ca_13817,LOC101490319
Ca_13818,LOC101490966
Ca_13820,LOC101491278
Ca_13821,LOC101491600
Ca_13822,LOC101491910
Ca_13823,LOC101512611
Ca_13824,LOC101492243
Ca_13825,LOC101492243
Ca_13826,LOC101492910
Ca_13827,LOC101493449
Ca_13828,LOC101493770
Ca_13829,LOC101511858
Ca_13830,LOC101515735
Ca_13831,LOC101494398
Ca_13832,LOC101494710
Ca_13833,LOC101488452
Ca_13834,LOC101496017
Ca_13835,LOC101496356
Ca_13836,LOC101506477
Ca_13839,LOC101497108
Ca_13840,LOC101497442
Ca_13841,LOC101497776
Ca_13842,LOC101489544
Ca_13843,LOC101498309
Ca_13844,LOC101502225
Ca_13845,LOC101498648
Ca_13846,LOC101499192
Ca_13847,LOC101499515
Ca_13848,LOC101500255
Ca_13849,LOC101500570
Ca_13850,LOC101503488
Ca_13851,LOC101500884
Ca_13852,LOC101508228
Ca_13854,LOC101501211
Ca_13855,LOC101501723
Ca_13856,LOC113784101
Ca_13857,LOC101490840
Ca_13858,LOC101504012
Ca_13859,LOC101502225
Ca_13860,LOC101502901
Ca_13861,LOC101491790
Ca_13862,LOC101492457
Ca_13863,LOC101504297
Ca_13864,LOC101504626
Ca_13865,LOC101505255
Ca_13867,LOC113784405
Ca_13868,LOC101494092
Ca_13869,LOC101505255
Ca_13870,LOC101488710
Ca_13871,LOC101494712
Ca_13872,LOC113787563
Ca_13873,LOC101495035
Ca_13874,LOC101505585
Ca_13875,LOC113784245
Ca_13876,LOC113787563
Ca_13877,LOC113787582
Ca_13878,LOC101505913
Ca_13879,LOC101506226
Ca_13880,LOC101508308
Ca_13881,LOC101506554
Ca_13882,LOC101488526
Ca_13884,LOC101495363
Ca_13885,LOC101507436
Ca_13886,LOC101513206
Ca_13887,LOC113787582
Ca_13888,LOC113787582
Ca_13889,LOC105851455
Ca_13890,LOC101501518
Ca_13891,LOC101511498
Ca_13892,LOC113787582
Ca_13893,LOC101503894
Ca_13894,LOC101503337
Ca_13895,LOC101511858
Ca_13896,LOC113787561
Ca_13899,LOC101503011
Ca_13900,LOC101502699
Ca_13901,LOC101502394
Ca_13902,LOC101501857
Ca_13903,LOC105851934
Ca_13904,LOC101501541
Ca_13905,LOC101501008
Ca_13906,LOC113787582
Ca_13908,LOC101492029
Ca_13909,LOC101511970
Ca_13910,LOC101500150
Ca_13911,LOC101511649
Ca_13912,LOC105852885
Ca_13913,LOC101499624
Ca_13914,LOC113784101
Ca_13916,LOC101499310
Ca_13917,LOC101498989
Ca_13918,LOC101503488
Ca_13919,LOC113787582
Ca_13920,LOC101498665
Ca_13921,LOC101498325
Ca_13922,LOC101497996
Ca_13923,LOC101501357
Ca_13924,LOC101497236
Ca_13927,LOC113784101
Ca_13928,LOC113784101
Ca_13929,NAC08
Ca_13930,LOC101496367
Ca_13931,LOC101495600
Ca_13932,LOC101511858
Ca_13933,LOC113784405
Ca_13934,LOC113784405
Ca_13935,LOC101510873
Ca_13936,LOC101495276
Ca_13937,LOC101493050
Ca_13938,LOC101513023
Ca_13939,LOC101496073
Ca_13940,LOC113784101
Ca_13941,LOC113787582
Ca_13942,LOC101494633
Ca_13943,LOC101512687
Ca_13944,LOC105851930
Ca_13946,LOC105851291
Ca_13947,LOC101513676
Ca_13948,LOC113787582
Ca_13949,LOC101494320
Ca_13950,LOC105851979
Ca_13951,LOC101509347
Ca_13952,LOC101502545
Ca_13953,LOC101490214
Ca_13954,LOC101490214
Ca_13955,LOC101503488
Ca_13956,LOC101490214
Ca_13957,LOC101498707
Ca_13958,LOC101493362
Ca_13959,LOC105852719
Ca_13960,LOC101493036
Ca_13961,LOC101492701
Ca_13962,LOC101492370
Ca_13963,LOC105852549
Ca_13964,LOC101490858
Ca_13966,LOC101490534
Ca_13967,LOC101490214
Ca_13968,LOC101489676
Ca_13969,LOC101489349
Ca_13970,LOC101489021
Ca_13971,LOC101488359
Ca_13973,LOC113787582
Ca_13974,LOC101504550
Ca_13977,LOC113787582
Ca_13978,LOC101492868
Ca_13979,LOC101492868
Ca_13980,LOC101490977
Ca_13983,LOC113786371
Ca_13984,LOC101493420
Ca_13985,LOC101494159
Ca_13986,LOC101493743
Ca_13987,LOC101511649
Ca_13988,LOC101494063
Ca_13989,LOC101494466
Ca_13990,LOC101494786
Ca_13991,LOC101495117
Ca_13992,LOC101496206
Ca_13993,LOC101495445
Ca_13994,LOC101496533
Ca_13995,LOC101494788
Ca_13996,LOC101496865
Ca_13997,LOC101497521
Ca_13998,LOC101497857
Ca_13999,LOC101498171
Ca_14000,LOC101498498
Ca_14001,LOC101498844
Ca_14002,LOC101499163
Ca_14003,LOC101499880
Ca_14004,LOC101500219
Ca_14005,LOC101500747
Ca_14006,LOC101501371
Ca_14007,LOC101501688
Ca_14008,LOC101502342
Ca_14009,LOC101502651
Ca_14010,LOC101502966
Ca_14011,LOC101503619
Ca_14012,LOC101495447
Ca_14013,LOC101495447
Ca_14014,LOC101495447
Ca_14015,LOC101504803
Ca_14016,LOC101503946
Ca_14017,LOC101503946
Ca_14018,LOC101505116
Ca_14019,LOC101505874
Ca_14020,LOC101506413
Ca_14021,LOC101506739
Ca_14023,LOC101495776
Ca_14024,LOC101507286
Ca_14025,LOC101511517
Ca_14026,LOC101507812
Ca_14027,LOC101496098
Ca_14028,LOC101508131
Ca_14029,LOC101508450
Ca_14030,LOC101508755
Ca_14032,LOC101509607
Ca_14033,LOC101509295
Ca_14034,LOC101509938
Ca_14035,LOC101510261
Ca_14036,LOC101511020
Ca_14037,LOC101511327
Ca_14038,LOC101511652
Ca_14039,LOC101512636
Ca_14040,LOC101497067
Ca_14041,PRR37B
Ca_14042,LOC101510070
Ca_14043,PRR37B
Ca_14044,LOC101513480
Ca_14045,LOC101513787
Ca_14046,LOC101514132
Ca_14048,LOC101514458
Ca_14049,LOC101515008
Ca_14050,LOC101506602
Ca_14051,LOC101515551
Ca_14052,LOC101488306
Ca_14053,LOC101488866
Ca_14055,LOC101489416
Ca_14056,LOC101513206
Ca_14057,LOC101489735
Ca_14058,LOC101490279
Ca_14059,LOC101490595
Ca_14060,LOC101504131
Ca_14061,LOC101491562
Ca_14062,LOC101491870
Ca_14063,LOC101492205
Ca_14064,LOC101492541
Ca_14065,LOC101515367
Ca_14066,LOC101515700
Ca_14068,LOC101488672
Ca_14069,LOC101489460
Ca_14070,LOC101490101
Ca_14071,LOC101490425
Ca_14072,LOC101490974
Ca_14073,LOC101491287
Ca_14074,LOC101491609
Ca_14075,LOC101492355
Ca_14076,LOC101492687
Ca_14077,LOC101493022
Ca_14078,LOC101495487
Ca_14079,LOC101493780
Ca_14081,LOC101495816
Ca_14082,LOC101494833
Ca_14083,LOC101495373
Ca_14084,LOC101496362
Ca_14085,LOC101496693
Ca_14086,LOC101497655
Ca_14087,LOC101497989
Ca_14088,LOC101497989
Ca_14089,LOC101498655
Ca_14090,LOC101498981
Ca_14091,LOC101499520
Ca_14092,LOC101500038
Ca_14093,LOC101500783
Ca_14094,LOC101501414
Ca_14095,LOC101502057
Ca_14096,LOC101501729
Ca_14097,LOC101501729
Ca_14098,LOC101496463
Ca_14099,LOC101502689
Ca_14100,LOC101503984
Ca_14101,LOC101503000
Ca_14102,LOC101504633
Ca_14103,LOC101504952
Ca_14104,LOC101505262
Ca_14105,LOC101496796
Ca_14106,LOC101496796
Ca_14107,LOC101506347
Ca_14108,LOC101506892
Ca_14109,LOC101507632
Ca_14110,LOC101507956
Ca_14111,LOC101508801
Ca_14112,LOC101509121
Ca_14113,LOC101509446
Ca_14114,LOC101509772
Ca_14115,LOC101510089
Ca_14116,LOC101510411
Ca_14117,LOC101510741
Ca_14118,LOC101511478
Ca_14119,LOC101511803
Ca_14120,LOC101512116
Ca_14121,LOC101512670
Ca_14122,LOC101512116
Ca_14123,LOC101497453
Ca_14124,LOC101513311
Ca_14125,LOC101513634
Ca_14126,LOC101513963
Ca_14127,LOC101514619
Ca_14128,LOC101514951
Ca_14129,LOC101515273
Ca_14130,LOC101515597
Ca_14131,LOC101488349
Ca_14133,LOC101488673
Ca_14134,LOC101489665
Ca_14135,LOC101489988
Ca_14136,LOC101497784
Ca_14137,LOC101490327
Ca_14138,LOC101490644
Ca_14139,LOC101498441
Ca_14140,LOC101491166
Ca_14141,LOC101491482
Ca_14142,LOC101498780
Ca_14143,LOC101513676
Ca_14144,LOC101492123
Ca_14145,LOC101492464
Ca_14146,LOC101493127
Ca_14147,LOC101493672
Ca_14148,LOC101499105
Ca_14149,LOC101494312
Ca_14150,LOC101494624
Ca_14151,LOC101503488
Ca_14152,LOC101491713
Ca_14153,LOC113784405
Ca_14155,LOC105852885
Ca_14156,LOC105852058
Ca_14157,LOC101499157
Ca_14158,LOC101502545
Ca_14159,LOC101502545
Ca_14160,LOC101509517
Ca_14161,LOC101509839
Ca_14162,LOC113787221
Ca_14163,LOC101510374
Ca_14164,LOC101514338
Ca_14165,LOC101511432
Ca_14166,LOC101511764
Ca_14167,LOC101512080
Ca_14168,LOC105851979
Ca_14169,LOC105851940
Ca_14170,LOC101512409
Ca_14171,LOC105851391
Ca_14172,LOC105852883
Ca_14173,LOC113787563
Ca_14174,LOC113787582
Ca_14175,LOC113787582
Ca_14176,LOC101512726
Ca_14177,LOC101513054
Ca_14179,LOC101493015
Ca_14181,LOC101514267
Ca_14182,LOC101514582
Ca_14183,LOC101515111
Ca_14184,LOC101515664
Ca_14185,LOC101488751
Ca_14186,LOC105852378
Ca_14187,LOC101489086
Ca_14188,LOC101489419
Ca_14189,LOC101489739
Ca_14190,LOC101490054
Ca_14192,LOC101490716
Ca_14193,LOC101491037
Ca_14194,LOC101495808
Ca_14195,LOC101491350
Ca_14196,LOC113784405
Ca_14197,LOC101491672
Ca_14198,LOC101491981
Ca_14199,LOC101492316
Ca_14201,LOC101492646
Ca_14202,LOC101492646
Ca_14203,LOC101492980
Ca_14204,LOC113786186
Ca_14206,LOC101493636
Ca_14207,LOC101498175
Ca_14208,LOC101498500
Ca_14209,LOC113784405
Ca_14210,LOC101498846
Ca_14211,LOC101499168
Ca_14212,LOC101500106
Ca_14213,LOC101513206
Ca_14214,LOC113787014
Ca_14215,LOC101500750
Ca_14216,LOC113784101
Ca_14217,LOC101488523
Ca_14218,LOC101488523
Ca_14219,LOC101488523
Ca_14220,LOC113787582
Ca_14221,LOC101501691
Ca_14222,LOC101513206
Ca_14223,LOC101502017
Ca_14224,LOC101502346
Ca_14225,LOC105851979
Ca_14226,LOC101502655
Ca_14227,LOC101502969
Ca_14228,LOC113787582
Ca_14229,LOC101503292
Ca_14230,LOC101503623
Ca_14231,LOC101503950
Ca_14232,LOC113787582
Ca_14233,LOC101492429
Ca_14235,LOC101508405
Ca_14236,LOC101491305
Ca_14237,LOC101492045
Ca_14238,LOC101492388
Ca_14239,LOC113787582
Ca_14240,LOC101492719
Ca_14241,LOC101493052
Ca_14242,LOC101493376
Ca_14243,LOC101493698
Ca_14244,LOC101489039
Ca_14245,LOC101489368
Ca_14246,LOC101494017
Ca_14247,LOC101494332
Ca_14248,LOC101494644
Ca_14249,LOC101494644
Ca_14250,LOC101494964
Ca_14251,LOC101491713
Ca_14252,LOC101495508
Ca_14253,LOC101496045
Ca_14254,LOC101496711
Ca_14255,LOC113786682
Ca_14257,LOC101497352
Ca_14258,LOC101490011
Ca_14259,LOC101497679
Ca_14260,UGT71G3
Ca_14261,LOC101498808
Ca_14262,LOC101499125
Ca_14263,LOC101499446
Ca_14264,LOC101499945
Ca_14265,LOC101500288
Ca_14266,LOC101500602
Ca_14267,LOC101500912
Ca_14268,LOC101501553
Ca_14269,LOC105851633
Ca_14270,LOC105851638
Ca_14271,LOC113784245
Ca_14272,LOC101502297
Ca_14274,LOC113784245
Ca_14275,LOC101515116
Ca_14276,LOC105851633
Ca_14277,LOC101502612
Ca_14278,LOC101502929
Ca_14279,LOC101503259
Ca_14280,LOC101503577
Ca_14281,LOC101490994
Ca_14282,LOC101491306
Ca_14283,LOC101513206
Ca_14284,LOC101504225
Ca_14285,LOC101504874
Ca_14286,LOC101505396
Ca_14287,LOC101505730
Ca_14288,LOC101506255
Ca_14289,LOC101506581
Ca_14290,LOC101506916
Ca_14291,LOC101507242
Ca_14292,LOC113787563
Ca_14293,LOC105852983
Ca_14294,LOC101507775
Ca_14295,LOC101508097
Ca_14296,LOC101508412
Ca_14297,LOC101508722
Ca_14298,LOC101492608
Ca_14299,LOC101492939
Ca_14301,LOC101509038
Ca_14302,LOC101509470
Ca_14303,LOC101509793
Ca_14304,LOC101510322
Ca_14305,LOC101510655
Ca_14306,LOC101510976
Ca_14307,LOC101511286
Ca_14308,LOC101512043
Ca_14309,LOC101512372
Ca_14310,LOC101512372
Ca_14311,LOC101493908
Ca_14312,LOC101513114
Ca_14313,LOC101513442
Ca_14314,LOC101514639
Ca_14315,LOC101515390
Ca_14316,LOC101488376
Ca_14317,LOC101504209
Ca_14318,LOC113785527
Ca_14319,LOC101506814
Ca_14320,LOC101506485
Ca_14321,LOC101506152
Ca_14322,LOC113787652
Ca_14323,LOC101504437
Ca_14325,LOC113787652
Ca_14326,LOC101504123
Ca_14327,LOC101503803
Ca_14328,LOC101503462
Ca_14329,CAARF8
Ca_14330,LOC101502819
Ca_14331,LOC101502510
Ca_14332,LOC101494203
Ca_14333,LOC101501869
Ca_14334,LOC101507754
Ca_14335,LOC101492567
Ca_14336,LOC101500914
Ca_14337,LOC101500604
Ca_14338,LOC101500290
Ca_14339,LOC101499946
Ca_14340,LOC101499641
Ca_14341,LOC113785503
Ca_14342,LOC101499127
Ca_14343,LOC101498810
Ca_14344,LOC101498465
Ca_14345,LOC101498134
Ca_14346,LOC101497576
Ca_14347,LOC101497252
Ca_14351,LOC113785503
Ca_14352,LOC101509684
Ca_14353,LOC105852719
Ca_14354,LOC101496603
Ca_14355,LOC101496603
Ca_14356,LOC101503968
Ca_14358,LOC113787582
Ca_14359,LOC101502432
Ca_14360,LOC101496276
Ca_14361,LOC113784405
Ca_14362,LOC105852058
Ca_14363,LOC113787221
Ca_14364,LOC101495943
Ca_14365,LOC101495617
Ca_14366,LOC101495291
Ca_14368,LOC101490977
Ca_14369,LOC105851643
Ca_14370,LOC113784101
Ca_14371,LOC101494645
Ca_14372,LOC113788051
Ca_14373,LOC101493910
Ca_14374,LOC101493592
Ca_14375,LOC101493272
Ca_14376,LOC101492940
Ca_14377,LOC101492609
Ca_14378,LOC101492270
Ca_14379,LOC101491938
Ca_14380,LOC101491412
Ca_14381,LOC101490673
Ca_14382,LOC101490353
Ca_14383,LOC101489801
Ca_14384,LOC101489484
Ca_14385,LOC101488702
Ca_14386,LOC101488377
Ca_14387,LOC101515622
Ca_14388,LOC101515293
Ca_14389,LOC101514970
Ca_14390,NAC19
Ca_14391,LOC101514095
Ca_14392,LOC101510340
Ca_14393,LOC101513444
Ca_14394,LOC101513117
Ca_14396,LOC101489102
Ca_14397,LOC101512265
Ca_14398,LOC101514026
Ca_14399,LOC101513483
Ca_14400,LOC101513160
Ca_14401,LOC101512833
Ca_14402,LOC101512077
Ca_14403,LOC101503488
Ca_14404,LOC105851930
Ca_14405,LOC113783913
Ca_14406,LOC101495546
Ca_14407,LOC101495227
Ca_14408,LOC101511232
Ca_14409,LOC101510920
Ca_14410,LOC101510592
Ca_14411,LOC101510264
Ca_14412,LOC105851940
Ca_14413,LOC101509609
Ca_14414,LOC101508663
Ca_14415,LOC101508350
Ca_14416,LOC101488309
Ca_14417,LOC101507813
Ca_14418,LOC101511858
Ca_14419,LOC101507504
Ca_14420,LOC101493633
Ca_14421,LOC101507186
Ca_14422,LOC113784225
Ca_14425,LOC101506851
Ca_14426,LOC101511858
Ca_14427,LOC105852896
Ca_14428,LOC101506520
Ca_14429,LOC101506192
Ca_14430,LOC101505670
Ca_14431,LOC105851940
Ca_14432,LOC113786233
Ca_14433,LOC101505338
Ca_14434,LOC101504489
Ca_14436,LOC113784101
Ca_14437,LOC101504165
Ca_14438,LOC101503516
Ca_14439,LOC101491828
Ca_14440,LOC101491979
Ca_14441,LOC101502968
Ca_14442,LOC105852082
Ca_14443,LOC113787582
Ca_14444,LOC101502654
Ca_14445,LOC113786388
Ca_14446,LOC101502344
Ca_14447,LOC101502344
Ca_14448,LOC101502344
Ca_14449,LOC101502344
Ca_14450,LOC101489736
Ca_14451,LOC101501805
Ca_14452,LOC101501493
Ca_14453,LOC101501176
Ca_14454,LOC101500849
Ca_14455,LOC101500532
Ca_14456,LOC101499989
Ca_14457,LOC101490977
Ca_14458,LOC101499372
Ca_14459,LOC101499059
Ca_14460,LOC101498269
Ca_14461,LOC101497525
Ca_14462,LOC101496759
Ca_14463,LOC101515661
Ca_14465,LOC101496099
Ca_14466,LOC101495777
Ca_14467,LOC101495448
Ca_14468,LOC113786351
Ca_14469,LOC101495120
Ca_14470,LOC101494469
Ca_14471,LOC101494791
Ca_14472,LOC101494791
Ca_14473,LOC105851293
Ca_14475,LOC101494161
Ca_14476,LOC101493834
Ca_14477,LOC105852823
Ca_14478,LOC105851219
Ca_14479,LOC113784480
Ca_14480,LOC101514843
Ca_14481,LOC113784672
Ca_14482,LOC101515167
Ca_14483,LOC101515714
Ca_14485,LOC113787768
Ca_14488,LOC113784405
Ca_14489,LOC113784245
Ca_14490,LOC101488474
Ca_14491,LOC101501440
Ca_14492,LOC101488815
Ca_14493,LOC101489140
Ca_14494,LOC105851981
Ca_14495,LOC101489471
Ca_14496,LOC101514792
Ca_14497,LOC101490440
Ca_14498,LOC101490759
Ca_14499,LOC101491088
Ca_14500,LOC101492377
Ca_14501,LOC101496717
Ca_14502,LOC101501357
Ca_14503,LOC101492709
Ca_14504,LOC113787558
Ca_14505,LOC101493259
Ca_14507,LOC101493896
Ca_14508,LOC101494637
Ca_14509,LOC101494953
Ca_14510,LOC101495281
Ca_14511,LOC101495603
Ca_14512,LOC101495931
Ca_14513,LOC101496698
Ca_14514,LOC101497243
Ca_14515,LOC101495931
Ca_14516,LOC101494153
Ca_14517,LOC101498122
Ca_14518,LOC101498454
Ca_14519,LOC105852523
Ca_14520,LOC101498798
Ca_14521,LOC113784101
Ca_14522,LOC101499316
Ca_14523,LOC113785482
Ca_14524,LOC101499631
Ca_14525,LOC101499936
Ca_14526,LOC101500276
Ca_14527,LOC101500798
Ca_14528,LOC113783979
Ca_14529,LOC101501122
Ca_14530,LOC101501434
Ca_14531,LOC101501750
Ca_14532,LOC101502704
Ca_14534,LOC113784101
Ca_14535,LOC101503016
Ca_14536,LOC101513206
Ca_14537,LOC101492599
Ca_14538,LOC101491828
Ca_14539,LOC101503342
Ca_14540,LOC101503672
Ca_14541,LOC101492928
Ca_14542,LOC101504000
Ca_14543,LOC101504320
Ca_14544,LOC101505390
Ca_14545,LOC113784405
Ca_14546,LOC101505722
Ca_14547,LOC101506044
Ca_14548,LOC105851233
Ca_14549,LOC101507015
Ca_14550,LOC101509460
Ca_14551,LOC101488945
Ca_14552,LOC101508813
Ca_14553,LOC101509784
Ca_14554,LOC105852719
Ca_14555,LOC101510101
Ca_14556,LOC101510425
Ca_14557,LOC113787791
Ca_14558,LOC101503938
Ca_14559,LOC101511075
Ca_14560,LOC101515456
Ca_14561,LOC101515138
Ca_14562,LOC101514607
Ca_14563,LOC101514286
Ca_14564,LOC105852719
Ca_14565,LOC101511858
Ca_14566,LOC105852719
Ca_14567,LOC101513949
Ca_14568,LOC101513621
Ca_14569,LOC101513297
Ca_14570,LOC101512660
Ca_14571,LOC101512333
Ca_14572,LOC101512010
Ca_14573,LOC101511463
Ca_14574,LOC101511151
Ca_14575,LOC101510830
Ca_14576,LOC101510502
Ca_14577,LOC101510176
Ca_14578,LOC101509858
Ca_14579,LOC101509105
Ca_14580,LOC101494162
Ca_14581,LOC101508481
Ca_14582,LOC101508158
Ca_14583,LOC101507843
Ca_14584,LOC101507529
Ca_14585,LOC101507211
Ca_14586,LOC105851283
Ca_14587,LOC101506335
Ca_14588,LOC101506017
Ca_14589,LOC105852323
Ca_14590,ARF17
Ca_14591,LOC101505044
Ca_14592,LOC101490834
Ca_14593,LOC101504522
Ca_14594,LOC101504192
Ca_14595,LOC101503874
Ca_14596,LOC101503314
Ca_14597,LOC101502994
Ca_14598,LOC101502681
Ca_14599,LOC101502159
Ca_14600,LOC101502159
Ca_14601,LOC101501619
Ca_14603,LOC113788080
Ca_14604,LOC101501302
Ca_14605,LOC101500987
Ca_14606,LOC101500674
Ca_14607,LOC101500135
Ca_14608,LOC101490190
Ca_14609,LOC101490279
Ca_14610,LOC101499509
Ca_14611,LOC101499187
Ca_14612,LOC101498866
Ca_14613,LOC101498522
Ca_14614,LOC101489857
Ca_14615,MPK1
Ca_14616,LOC101497640
Ca_14617,LOC101497319
Ca_14618,LOC101489539
Ca_14619,LOC101490977
Ca_14620,MAPK9
Ca_14621,PRR37A
Ca_14623,LOC101493873
Ca_14624,LOC101492784
Ca_14625,LOC101492450
Ca_14626,LOC101492450
Ca_14627,LOC101491903
Ca_14628,LOC113787166
Ca_14629,LOC101491903
Ca_14630,LOC101489217
Ca_14631,LOC101488544
Ca_14632,LOC101511772
Ca_14633,LOC101491061
Ca_14634,LOC101490632
Ca_14635,LOC101490085
Ca_14636,LOC101489328
Ca_14637,LOC113784405
Ca_14638,LOC101488663
Ca_14639,LOC105852719
Ca_14640,LOC101510198
Ca_14641,LOC101503488
Ca_14642,LOC101510198
Ca_14643,LOC101510198
Ca_14644,LOC101505392
Ca_14645,LOC101505070
Ca_14646,LOC101504746
Ca_14647,LOC101504002
Ca_14648,LOC101503675
Ca_14649,LOC101503344
Ca_14650,LOC101503018
Ca_14651,LOC101490977
Ca_14652,LOC101502706
Ca_14653,LOC101509561
Ca_14654,LOC101502404
Ca_14655,LOC105851233
Ca_14656,LOC101491530
Ca_14657,LOC101501862
Ca_14658,LOC101501014
Ca_14659,LOC101500483
Ca_14660,LOC101500162
Ca_14661,LOC101499532
Ca_14662,LOC101498801
Ca_14663,LOC101498224
Ca_14664,LOC101502545
Ca_14665,LOC101497905
Ca_14666,LOC113785451
Ca_14667,LOC101507972
Ca_14668,LOC101497571
Ca_14669,LOC101496814
Ca_14670,LOC101496478
Ca_14671,LOC105851564
Ca_14672,LOC101495934
Ca_14673,LOC101500384
Ca_14674,LOC105851873
Ca_14675,LOC101495391
Ca_14676,LOC101495131
Ca_14677,LOC101494854
Ca_14678,LOC101494854
Ca_14679,LOC101493901
Ca_14680,LOC101493584
Ca_14681,LOC101493264
Ca_14682,LOC101492930
Ca_14683,LOC101492380
Ca_14684,LOC101492038
Ca_14685,LOC101491496
Ca_14686,LOC101507647
Ca_14687,LOC101507340
Ca_14688,LOC101491181
Ca_14689,LOC101490663
Ca_14690,LOC101489879
Ca_14691,LOC101489564
Ca_14692,LOC101489240
Ca_14693,LOC101488916
Ca_14695,LOC101488572
Ca_14697,LOC101515489
Ca_14698,LOC101515489
Ca_14699,LOC101515168
Ca_14700,LOC101514845
Ca_14701,LOC101514523
Ca_14702,LOC101513980
Ca_14703,LOC101506685
Ca_14704,LOC101513652
Ca_14705,LOC101513327
Ca_14706,LOC101512358
Ca_14707,LOC101512033
Ca_14708,LOC101511549
Ca_14709,LOC101511716
Ca_14710,LOC101511386
Ca_14711,LOC101511078
Ca_14712,LOC101510754
Ca_14713,LOC101506047
Ca_14714,LOC101505725
Ca_14715,LOC101503488
Ca_14716,LOC101495977
Ca_14717,LOC101492127
Ca_14718,LOC101491798
Ca_14719,LOC113784101
Ca_14720,LOC101491486
Ca_14721,LOC101498657
Ca_14722,LOC101510627
Ca_14723,LOC101488905
Ca_14724,LOC101499109
Ca_14725,LOC101488562
Ca_14726,LOC101488232
Ca_14727,LOC101497333
Ca_14728,LOC101515476
Ca_14729,LOC101515155
Ca_14730,LOC101514830
Ca_14731,LOC101492483
Ca_14732,LOC101514511
Ca_14733,LOC101514190
Ca_14734,LOC101513419
Ca_14735,LOC101513092
Ca_14736,LOC101512765
Ca_14737,LOC101512023
Ca_14738,LOC101511705
Ca_14739,LOC101511374
Ca_14740,LOC101511065
Ca_14741,LOC101510744
Ca_14742,LOC101510415
Ca_14743,LOC101513206
Ca_14744,LOC101509872
Ca_14745,LOC101503443
Ca_14746,LOC101509552
Ca_14747,LOC101509227
Ca_14748,LOC101508596
Ca_14749,LOC101490194
Ca_14750,LOC101508272
Ca_14751,LOC101507958
Ca_14752,LOC101507635
Ca_14753,LOC101507329
Ca_14754,LOC101507005
Ca_14755,LOC101506672
Ca_14756,LOC101506132
Ca_14757,LOC101505482
Ca_14758,LOC101505168
Ca_14759,LOC101504637
Ca_14760,LOC101504309
Ca_14761,LOC101503988
Ca_14762,LOC101503659
Ca_14763,LOC101494724
Ca_14764,LOC101494105
Ca_14765,LOC101503329
Ca_14766,LOC101493782
Ca_14767,LOC101502390
Ca_14768,LOC101502695
Ca_14769,LOC101501418
Ca_14770,LOC101502062
Ca_14771,LOC101501418
Ca_14772,LOC101501734
Ca_14773,LOC101501103
Ca_14774,LOC101500689
Ca_14775,LOC101500378
Ca_14776,LOC101500044
Ca_14777,DRR49a
Ca_14778,LOC101499428
Ca_14779,LOC101499110
Ca_14780,LOC101498542
Ca_14781,LOC101498213
Ca_14782,LOC101497892
Ca_14783,LOC101497560
Ca_14784,LOC101496583
Ca_14785,LOC101489930
Ca_14786,LOC101496255
Ca_14787,LOC101495491
Ca_14788,LOC101495166
Ca_14789,LOC101494837
Ca_14790,LOC105852719
Ca_14791,LOC101498848
Ca_14792,LOC101498068
Ca_14793,LOC105851983
Ca_14795,LOC101497407
Ca_14796,LOC101497407
Ca_14797,LOC101496648
Ca_14799,LOC101496321
Ca_14800,LOC101495986
Ca_14801,LOC105852336
Ca_14802,LOC101495662
Ca_14803,LOC101495335
Ca_14804,LOC105851070
Ca_14805,LOC101506418
Ca_14806,LOC101495005
Ca_14807,LOC101494474
Ca_14808,LOC101493953
Ca_14809,LOC105851233
Ca_14810,LOC101493637
Ca_14811,LOC101493314
Ca_14812,LOC113787582
Ca_14813,LOC101492763
Ca_14814,LOC101492430
Ca_14815,LOC101492086
Ca_14816,LOC101491351
Ca_14817,LOC101491038
Ca_14818,LOC101490490
Ca_14819,LOC101490167
Ca_14820,LOC101491713
Ca_14821,LOC101489625
Ca_14823,LOC105851293
Ca_14824,LOC101488973
Ca_14825,LOC101488634
Ca_14826,LOC101488311
Ca_14827,LOC101515557
Ca_14828,LOC101515231
Ca_14829,LOC101514908
Ca_14830,LOC101514584
Ca_14831,LOC101514031
Ca_14832,LOC101513696
Ca_14833,LOC101513382
Ca_14834,LOC101504493
Ca_14835,LOC101504493
Ca_14836,LOC101512838
Ca_14837,LOC101504168
Ca_14838,LOC101503855
Ca_14839,LOC101496869
Ca_14840,LOC101503199
Ca_14841,LOC101511656
Ca_14842,LOC101502559
Ca_14843,LOC101509841
Ca_14845,LOC113783924
Ca_14846,LOC101509518
Ca_14847,LOC101508986
Ca_14848,LOC101508668
Ca_14849,LOC101501599
Ca_14850,LOC101508134
Ca_14851,LOC101507815
Ca_14852,LOC101507505
